[2025-07-08 18:07:34,594] 17 -INFO -Initiate the data ingestion
[2025-07-08 18:07:39,094] 84 -INFO -Performed train test split on the dataframe
[2025-07-08 18:07:39,094] 86 -INFO -Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-08 18:07:39,094] 94 -INFO -Exporting train and test file path.
[2025-07-08 18:07:39,168] 103 -INFO -Exported train and test file path.
[2025-07-08 18:07:39,169] 20 -INFO -Data Initiation Completed
[2025-07-08 18:07:39,173] 23 -INFO -Initiate the data Validation
[2025-07-08 18:07:39,204] 30 -INFO -Required number of columns:2
[2025-07-08 18:07:39,207] 31 -INFO -Data frame has columns:31
[2025-07-08 18:07:39,377] 25 -INFO -Data Validation Completed
[2025-07-08 18:07:39,377] 27 -INFO -data Transformation started
[2025-07-08 18:07:39,377] 66 -INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-07-08 18:07:39,377] 68 -INFO -Starting data transformation
[2025-07-08 18:07:39,408] 50 -INFO -Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-08 18:07:39,409] 56 -INFO -Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-08 18:07:39,428] 32 -INFO -data Transformation completed
[2025-07-08 18:07:39,428] 34 -INFO -Model Training started 
[2025-07-08 18:07:46,750] 52 -INFO -Entered the save_object method of MainUtils class
[2025-07-08 18:07:46,767] 56 -INFO -Exited the save_object method of MainUtils class
[2025-07-08 18:07:46,767] 89 -INFO -Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_08_2025_18_07_33\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912743506493507, precision_score=0.988566224830517, recall_score=0.9939973547665073), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9856, precision_score=0.9797216699801193, recall_score=0.9915492957746479))
[2025-07-08 18:07:46,769] 39 -INFO -Model Training artifact created
