[2025-07-08 12:06:49,984] 16 -INFO -Initiate the data ingestion
[2025-07-08 12:06:54,882] 84 -INFO -Performed train test split on the dataframe
[2025-07-08 12:06:54,882] 86 -INFO -Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-08 12:06:54,886] 94 -INFO -Exporting train and test file path.
[2025-07-08 12:06:55,017] 103 -INFO -Exported train and test file path.
[2025-07-08 12:06:55,019] 19 -INFO -Data Initiation Completed
[2025-07-08 12:06:55,033] 22 -INFO -Initiate the data Validation
[2025-07-08 12:06:55,089] 30 -INFO -Required number of columns:2
[2025-07-08 12:06:55,097] 31 -INFO -Data frame has columns:31
[2025-07-08 12:06:55,436] 24 -INFO -Data Validation Completed
[2025-07-08 12:06:55,436] 26 -INFO -data Transformation started
[2025-07-08 12:06:55,436] 66 -INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-07-08 12:06:55,436] 68 -INFO -Starting data transformation
[2025-07-08 12:06:55,503] 50 -INFO -Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-08 12:06:55,503] 56 -INFO -Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-08 12:06:55,543] 31 -INFO -data Transformation completed
