[2025-07-08 18:03:29,880] 17 -INFO -Initiate the data ingestion
[2025-07-08 18:03:34,026] 84 -INFO -Performed train test split on the dataframe
[2025-07-08 18:03:34,027] 86 -INFO -Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-08 18:03:34,027] 94 -INFO -Exporting train and test file path.
[2025-07-08 18:03:34,106] 103 -INFO -Exported train and test file path.
[2025-07-08 18:03:34,106] 20 -INFO -Data Initiation Completed
[2025-07-08 18:03:34,114] 23 -INFO -Initiate the data Validation
[2025-07-08 18:03:34,143] 30 -INFO -Required number of columns:2
[2025-07-08 18:03:34,147] 31 -INFO -Data frame has columns:31
[2025-07-08 18:03:34,319] 25 -INFO -Data Validation Completed
[2025-07-08 18:03:34,320] 27 -INFO -data Transformation started
[2025-07-08 18:03:34,320] 66 -INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-07-08 18:03:34,320] 68 -INFO -Starting data transformation
[2025-07-08 18:03:34,351] 50 -INFO -Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-08 18:03:34,351] 56 -INFO -Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-08 18:03:34,372] 32 -INFO -data Transformation completed
[2025-07-08 18:03:34,372] 34 -INFO -Model Training started 
