[2025-07-09 16:03:58,144] 17 -INFO -Initiate the data ingestion
[2025-07-09 16:04:14,564] 84 -INFO -Performed train test split on the dataframe
[2025-07-09 16:04:14,564] 86 -INFO -Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-09 16:04:14,565] 94 -INFO -Exporting train and test file path.
[2025-07-09 16:04:14,681] 103 -INFO -Exported train and test file path.
[2025-07-09 16:04:14,683] 20 -INFO -Data Initiation Completed
[2025-07-09 16:04:14,693] 23 -INFO -Initiate the data Validation
[2025-07-09 16:04:14,740] 30 -INFO -Required number of columns:2
[2025-07-09 16:04:14,740] 31 -INFO -Data frame has columns:31
[2025-07-09 16:04:15,036] 25 -INFO -Data Validation Completed
[2025-07-09 16:04:15,037] 27 -INFO -data Transformation started
[2025-07-09 16:04:15,038] 66 -INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-07-09 16:04:15,038] 68 -INFO -Starting data transformation
[2025-07-09 16:04:15,095] 50 -INFO -Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-09 16:04:15,095] 56 -INFO -Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-09 16:04:15,125] 32 -INFO -data Transformation completed
[2025-07-09 16:04:15,125] 34 -INFO -Model Training started 
[2025-07-09 16:04:37,036] 52 -INFO -Entered the save_object method of MainUtils class
[2025-07-09 16:04:37,075] 56 -INFO -Exited the save_object method of MainUtils class
[2025-07-09 16:04:37,075] 110 -INFO -Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_09_2025_16_03_54\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911135936627228, precision_score=0.9876530715514624, recall_score=0.9945984508764778), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9858931055036757, precision_score=0.9802449624654287, recall_score=0.9916067146282974))
[2025-07-09 16:04:37,079] 39 -INFO -Model Training artifact created
