[2025-07-08 18:00:37,874] 17 -INFO -Initiate the data ingestion
[2025-07-08 18:00:45,358] 84 -INFO -Performed train test split on the dataframe
[2025-07-08 18:00:45,358] 86 -INFO -Exited split_data_as_train_test method of Data_Ingestion class
[2025-07-08 18:00:45,359] 94 -INFO -Exporting train and test file path.
[2025-07-08 18:00:45,439] 103 -INFO -Exported train and test file path.
[2025-07-08 18:00:45,440] 20 -INFO -Data Initiation Completed
[2025-07-08 18:00:45,449] 23 -INFO -Initiate the data Validation
[2025-07-08 18:00:45,480] 30 -INFO -Required number of columns:2
[2025-07-08 18:00:45,480] 31 -INFO -Data frame has columns:31
[2025-07-08 18:00:45,656] 25 -INFO -Data Validation Completed
[2025-07-08 18:00:45,657] 27 -INFO -data Transformation started
[2025-07-08 18:00:45,657] 66 -INFO -Entered initiate_data_transformation method of DataTransformation class
[2025-07-08 18:00:45,657] 68 -INFO -Starting data transformation
[2025-07-08 18:00:45,689] 50 -INFO -Entered get_data_trnasformer_object method of Trnasformation class
[2025-07-08 18:00:45,689] 56 -INFO -Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-08 18:00:45,709] 32 -INFO -data Transformation completed
[2025-07-08 18:00:45,709] 34 -INFO -Model Training started 
